dataset,seq_len,pred_len,model,norm,alpha,seed,MSE,MAE,RMSE,MAPE,MSPE,dish_init,scaled,prior,features,timestamp
ETTh1,240,48,NBEATS,none,0.0,2025,8.70577,1.6145,2.95055,739336.9,343118360000000.0,avg,False,none,M,20260618_174949
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.13792,1.71808,3.18401,566679.8,260609170000000.0,avg,False,none,M,20260618_175002
ETTh1,240,48,NBEATS,dishts,0.0,2025,8.86051,1.6232,2.97666,714848.44,343946420000000.0,avg,False,none,M,20260618_175025
ETTh1,96,420,NBEATS,dishts,0.0,2025,11.1659,1.99839,3.34154,926013.44,463681600000000.0,avg,False,none,M,20260618_175045
ETTh1,96,540,NBEATS,none,0.0,2023,11.53209,2.03939,3.39589,989779.94,498773080000000.0,avg,False,none,M,20260618_175154
ETTh1,96,540,NBEATS,dishts,0.0,2023,11.60302,2.08651,3.40632,953903.25,482558370000000.0,avg,False,none,M,20260618_175320
ETTh1,96,540,NBEATS,none,0.0,2024,11.47307,2.05401,3.38719,955988.44,474201230000000.0,avg,False,none,M,20260618_175440
ECL,48,48,NBEATS,none,0.0,2023,3485979.8,232.0612,1867.0779,161727060.0,2.4561925e+20,avg,False,none,M,20260618_175449
ETTh1,96,540,NBEATS,dishts,0.0,2024,11.62626,2.09177,3.40973,882116.7,424363040000000.0,avg,False,none,M,20260618_175546
ETTh1,96,540,NBEATS,none,0.0,2025,11.51295,2.04668,3.39307,954233.8,469016200000000.0,avg,False,none,M,20260618_175654
ECL,48,48,NBEATS,dishts,0.0,2023,3423152.2,224.84648,1850.1763,144930180.0,2.3965015e+20,avg,False,none,M,20260618_175754
ETTh1,96,540,NBEATS,dishts,0.0,2025,11.2695,2.06282,3.35701,958751.2,486414340000000.0,avg,False,none,M,20260618_175819
ETTh1,96,600,NBEATS,none,0.0,2023,11.56166,2.07129,3.40024,969565.3,489091580000000.0,avg,False,none,M,20260618_175938
ETTh1,96,600,NBEATS,dishts,0.0,2023,11.59507,2.10185,3.40515,961944.9,481920460000000.0,avg,False,none,M,20260618_180101
ETTh1,96,600,NBEATS,none,0.0,2024,11.59946,2.07684,3.4058,1018111.8,504414650000000.0,avg,False,none,M,20260618_180223
ETTh1,24,24,Autoformer,dishts,0.0,2023,9.68367,1.69462,3.11186,568057.44,261531280000000.0,norm,False,none,M,20260618_180225
ECL,48,48,NBEATS,none,0.0,2024,3459782.5,230.8565,1860.049,164044030.0,2.5312438e+20,avg,False,none,M,20260618_180247
ETTh1,96,600,NBEATS,dishts,0.0,2024,11.29672,2.0691,3.36106,958597.7,482579570000000.0,avg,False,none,M,20260618_180340
ETTh1,96,600,NBEATS,none,0.0,2025,11.55812,2.06985,3.39972,973725.6,481723200000000.0,avg,False,none,M,20260618_180456
ECL,48,48,NBEATS,dishts,0.0,2024,3423137.2,224.73944,1850.1724,143117800.0,2.5138771e+20,avg,False,none,M,20260618_180546
ETTh1,96,600,NBEATS,dishts,0.0,2025,11.42662,2.08434,3.38033,985087.94,501931900000000.0,avg,False,none,M,20260618_180616
ETTh1,96,720,NBEATS,none,0.0,2023,11.91556,2.12299,3.45189,942645.7,455047020000000.0,avg,False,none,M,20260618_180722
ETTh1,96,720,NBEATS,dishts,0.0,2023,11.80001,2.14977,3.43511,978741.5,480356320000000.0,avg,False,none,M,20260618_180833
ECL,48,48,NBEATS,none,0.0,2025,3527598.8,233.66595,1878.1902,165580080.0,2.5542e+20,avg,False,none,M,20260618_180948
ETTh1,96,720,NBEATS,none,0.0,2024,12.05336,2.1673,3.4718,972656.94,474074770000000.0,avg,False,none,M,20260618_180950
ETTh1,96,720,NBEATS,dishts,0.0,2024,11.44314,2.11669,3.38277,924214.4,446435000000000.0,avg,False,none,M,20260618_181103
ETTh1,24,24,Autoformer,dishts,0.0,2024,10.60055,1.77118,3.25585,614647.0,276842970000000.0,norm,False,none,M,20260618_181119
ETTh1,96,720,NBEATS,none,0.0,2025,11.84464,2.12253,3.4416,994608.9,484316180000000.0,avg,False,none,M,20260618_181227
ECL,48,48,NBEATS,dishts,0.0,2025,3465425.8,226.92155,1861.5654,147491710.0,2.5805679e+20,avg,False,none,M,20260618_181242
ETTh1,96,720,NBEATS,dishts,0.0,2025,11.45839,2.12127,3.38502,951225.06,457355830000000.0,avg,False,none,M,20260618_181345
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.65556,1.74616,3.26428,596972.75,255005110000000.0,norm,False,none,M,20260618_181807
ECL,96,48,NBEATS,none,0.0,2023,3454227.5,229.22643,1858.5552,159414770.0,2.5057136e+20,avg,False,none,M,20260618_181839
ECL,96,336,NBEATS,none,0.0,2023,8414003.0,301.79633,2900.6902,116381550.0,1.3960065e+20,avg,False,none,M,20260618_182033
ECL,96,48,NBEATS,dishts,0.0,2023,3380005.0,220.53043,1838.479,146318110.0,2.489653e+20,avg,False,none,M,20260618_182242
ETTh1,24,24,Autoformer,dishts,0.0,2023,10.20091,1.75518,3.19389,560573.7,241833020000000.0,uni,False,none,M,20260618_182524
ECL,96,336,NBEATS,dishts,0.0,2023,9163750.0,313.89694,3027.1687,107852390.0,1.5331516e+20,avg,False,none,M,20260618_182606
ECL,96,48,NBEATS,none,0.0,2024,3552096.8,230.14153,1884.7007,155860160.0,2.4563693e+20,avg,False,none,M,20260618_182734
ECL,24,24,Informer,none,0.0,2023,106933896.0,1044.2855,10340.885,515241180.0,3.4390317e+20,avg,False,none,M,20260618_182807
ETTh1,24,24,Autoformer,dishts,0.0,2024,9.82705,1.7214,3.13481,608485.06,286031640000000.0,uni,False,none,M,20260618_183140
ECL,96,48,NBEATS,dishts,0.0,2024,3420518.2,222.2622,1849.4644,147382740.0,2.536331e+20,avg,False,none,M,20260618_183144
ECL,96,336,NBEATS,none,0.0,2024,8567502.0,308.58182,2927.0295,119572400.0,1.510012e+20,avg,False,none,M,20260618_183248
ECL,96,48,NBEATS,none,0.0,2025,3502453.0,228.7127,1871.4841,160554020.0,2.5275496e+20,avg,False,none,M,20260618_183721
ECL,96,336,NBEATS,dishts,0.0,2024,8452229.0,300.23428,2907.2717,108067384.0,1.4594378e+20,avg,False,none,M,20260618_183908
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.3891,1.74157,3.22321,600563.5,270947530000000.0,uni,False,none,M,20260618_183959
ECL,96,48,NBEATS,dishts,0.0,2025,3374674.0,219.02254,1837.0287,143663650.0,2.394002e+20,avg,False,none,M,20260618_184225
ECL,96,336,NBEATS,none,0.0,2025,8430838.0,301.9952,2903.5908,121898690.0,1.4454545e+20,avg,False,none,M,20260618_184633
ECL,144,48,NBEATS,none,0.0,2023,3484653.0,222.1163,1866.7225,144448670.0,2.5063185e+20,avg,False,none,M,20260618_184820
ETTh1,96,96,Autoformer,dishts,0.0,2023,15.69381,2.19435,3.96154,858541.3,434466140000000.0,avg,False,none,M,20260618_185228
ECL,144,48,NBEATS,dishts,0.0,2023,3459742.0,217.26823,1860.0382,141076660.0,2.3690146e+20,avg,False,none,M,20260618_185250
ECL,96,336,NBEATS,dishts,0.0,2025,8588428.0,298.1643,2930.6018,107464980.0,1.5074176e+20,avg,False,none,M,20260618_185254
ECL,144,48,NBEATS,none,0.0,2024,3605010.5,229.44537,1898.6865,144796430.0,2.5948613e+20,avg,False,none,M,20260618_185816
ECL,96,420,NBEATS,none,0.0,2023,9544866.0,323.8423,3089.4766,119274580.0,1.2691571e+20,avg,False,none,M,20260618_190001
ECL,144,48,NBEATS,dishts,0.0,2024,3542722.2,212.7181,1882.212,136707780.0,2.413052e+20,avg,False,none,M,20260618_190350
ETTh1,96,96,Autoformer,dishts,0.0,2024,12.40999,1.96872,3.52278,748747.56,341795200000000.0,avg,False,none,M,20260618_190448
ECL,96,420,NBEATS,dishts,0.0,2023,9051402.0,306.09155,3008.5544,104498330.0,1.2621519e+20,avg,False,none,M,20260618_190918
ECL,144,48,NBEATS,none,0.0,2025,3536189.5,222.33093,1880.4758,144017600.0,2.6073442e+20,avg,False,none,M,20260618_190922
ECL,144,48,NBEATS,dishts,0.0,2025,3393966.2,213.75809,1842.2722,134701760.0,2.2922543e+20,avg,False,none,M,20260618_191501
ETTh1,96,96,Autoformer,dishts,0.0,2025,12.41788,1.98667,3.5239,747029.3,366384000000000.0,avg,False,none,M,20260618_191622
ECL,96,420,NBEATS,none,0.0,2024,9344303.0,321.68417,3056.8452,117676984.0,1.2344599e+20,avg,False,none,M,20260618_191705
ECL,24,24,Informer,none,0.0,2023,6690771.5,357.46057,2586.6526,520661760.0,3.274914e+20,avg,False,none,M,20260618_192215
ECL,192,48,NBEATS,none,0.0,2023,3683981.5,220.5496,1919.3699,147423310.0,2.685402e+20,avg,False,none,M,20260618_192307
ECL,96,420,NBEATS,dishts,0.0,2024,8660757.0,305.8328,2942.9165,102906730.0,1.2361374e+20,avg,False,none,M,20260618_192648
ECL,192,48,NBEATS,dishts,0.0,2023,3462143.2,215.15363,1860.6835,140665860.0,2.4425098e+20,avg,False,none,M,20260618_192713
ETTh1,96,96,Autoformer,dishts,0.0,2023,14.72094,2.1373,3.83679,884301.7,462866780000000.0,norm,False,none,M,20260618_192913
ECL,192,48,NBEATS,none,0.0,2024,3516920.2,218.41202,1875.3453,143032820.0,2.6412672e+20,avg,False,none,M,20260618_193505
ECL,96,420,NBEATS,none,0.0,2025,9188590.0,325.97083,3031.2688,116857336.0,1.245624e+20,avg,False,none,M,20260618_193702
ECL,192,48,NBEATS,dishts,0.0,2024,3492031.2,211.4545,1868.6978,138054260.0,2.5227084e+20,avg,False,none,M,20260618_194031
ETTh1,96,96,Autoformer,dishts,0.0,2024,13.70525,2.04792,3.70206,840961.75,441786140000000.0,norm,False,none,M,20260618_194111
ECL,24,24,Informer,none,0.0,2024,106932616.0,1043.5553,10340.823,525751680.0,3.4697097e+20,avg,False,none,M,20260618_194447
ECL,96,420,NBEATS,dishts,0.0,2025,9016036.0,305.36353,3002.6714,102790000.0,1.1976401e+20,avg,False,none,M,20260618_194700
ECL,192,48,NBEATS,none,0.0,2025,3700493.2,221.00786,1923.6665,141555400.0,2.4257323e+20,avg,False,none,M,20260618_194829
ECL,192,48,NBEATS,dishts,0.0,2025,3568427.8,214.67879,1889.0282,140107260.0,2.4235332e+20,avg,False,none,M,20260618_195332
ETTh1,96,96,Autoformer,dishts,0.0,2025,14.76,2.14952,3.84187,872215.56,485802580000000.0,norm,False,none,M,20260618_195418
ECL,96,540,NBEATS,none,0.0,2023,10667591.0,349.61276,3266.128,110183220.0,1.0184485e+20,avg,False,none,M,20260618_195614
ECL,240,48,NBEATS,none,0.0,2023,3577817.8,222.73534,1891.5122,148519860.0,2.635912e+20,avg,False,none,M,20260618_200023
ECL,240,48,NBEATS,dishts,0.0,2023,3488164.5,220.28972,1867.6627,143290340.0,2.5792208e+20,avg,False,none,M,20260618_200442
ETTh1,96,96,Autoformer,dishts,0.0,2023,14.81011,2.18221,3.84839,783553.3,378161770000000.0,uni,False,none,M,20260618_200502
ECL,96,540,NBEATS,dishts,0.0,2023,10307840.0,323.56818,3210.5825,94551336.0,9.570836e+19,avg,False,none,M,20260618_200540
ECL,240,48,NBEATS,none,0.0,2024,3560423.0,221.8626,1886.9083,148991760.0,2.6206487e+20,avg,False,none,M,20260618_201244
ETTh1,96,96,Autoformer,dishts,0.0,2024,13.59815,2.07852,3.68757,899146.44,506987100000000.0,uni,False,none,M,20260618_201618
ECL,96,540,NBEATS,none,0.0,2024,10358818.0,345.75293,3218.5117,116746520.0,1.0252754e+20,avg,False,none,M,20260618_201731
ECL,240,48,NBEATS,dishts,0.0,2024,3454679.0,215.41415,1858.6768,139756500.0,2.6104614e+20,avg,False,none,M,20260618_201807
ECL,240,48,NBEATS,none,0.0,2025,3645735.2,229.67238,1909.3809,153555950.0,2.6364605e+20,avg,False,none,M,20260618_202346
ETTh1,96,96,Autoformer,dishts,0.0,2025,12.51036,1.99217,3.537,793619.3,403839570000000.0,uni,False,none,M,20260618_202607
ECL,96,540,NBEATS,dishts,0.0,2024,10330914.0,323.28094,3214.1738,97678140.0,1.0115668e+20,avg,False,none,M,20260618_202627
ECL,240,48,NBEATS,dishts,0.0,2025,3498712.0,216.63509,1870.4844,143968800.0,2.6685722e+20,avg,False,none,M,20260618_202820
ECL,24,24,Informer,none,0.0,2024,106884616.0,1043.3756,10338.502,524488200.0,3.469979e+20,avg,False,none,M,20260618_203254
ECL,96,540,NBEATS,none,0.0,2025,10124459.0,334.0505,3181.8953,116539790.0,9.89993e+19,avg,False,none,M,20260618_203500
ECL,96,540,NBEATS,dishts,0.0,2025,10041729.0,325.2688,3168.869,96222984.0,9.751969e+19,avg,False,none,M,20260618_204321
ETTh1,168,168,Autoformer,dishts,0.0,2023,12.69605,2.07316,3.56315,824481.4,393506300000000.0,avg,False,none,M,20260618_204517
ECL,96,600,NBEATS,none,0.0,2023,11248977.0,363.8395,3353.9492,113356360.0,9.733872e+19,avg,False,none,M,20260618_205049
ECL,96,600,NBEATS,dishts,0.0,2023,11343124.0,331.52017,3367.9556,100677420.0,9.211033e+19,avg,False,none,M,20260618_210050
ETTh1,168,168,Autoformer,dishts,0.0,2024,11.92676,2.012,3.45352,888265.1,452363000000000.0,avg,False,none,M,20260618_210459
ECL,96,600,NBEATS,none,0.0,2024,10522814.0,333.06003,3243.8887,103138850.0,8.929614e+19,avg,False,none,M,20260618_211037
ECL,24,24,Informer,none,0.0,2025,106873210.0,1042.7032,10337.95,520487800.0,3.460183e+20,avg,False,none,M,20260618_211645
ECL,96,600,NBEATS,dishts,0.0,2024,11020154.0,336.38513,3319.6619,95041850.0,9.419957e+19,avg,False,none,M,20260618_211933
ETTh1,168,168,Autoformer,dishts,0.0,2025,13.83101,2.11042,3.71901,843258.94,417899680000000.0,avg,False,none,M,20260618_212350
ECL,96,600,NBEATS,none,0.0,2025,11416610.0,380.3759,3378.8474,116651010.0,1.0106763e+20,avg,False,none,M,20260618_212853
ECL,96,600,NBEATS,dishts,0.0,2025,11098338.0,325.78857,3331.4167,103787976.0,9.379905e+19,avg,False,none,M,20260618_213916
ECL,24,24,Informer,none,0.0,2025,20338634.0,483.49695,4509.8374,517883330.0,3.202489e+20,avg,False,none,M,20260618_214106
ETTh1,168,168,Autoformer,dishts,0.0,2023,15.56074,2.26234,3.94471,925294.25,417887630000000.0,norm,False,none,M,20260618_214525
ECL,96,720,NBEATS,none,0.0,2023,12375455.0,370.61865,3517.8765,110442744.0,7.994117e+19,avg,False,none,M,20260618_214815
ECL,96,720,NBEATS,dishts,0.0,2023,12332422.0,346.8286,3511.755,89560550.0,8.202669e+19,avg,False,none,M,20260618_215917
ETTh1,168,168,Autoformer,dishts,0.0,2024,15.8364,2.22216,3.9795,913712.2,472555660000000.0,norm,False,none,M,20260618_220157
ECL,96,720,NBEATS,none,0.0,2024,12394759.0,358.33643,3520.6196,102100930.0,7.719211e+19,avg,False,none,M,20260618_220957
ETTh1,168,168,Autoformer,dishts,0.0,2025,16.08564,2.21793,4.01069,908462.2,471583000000000.0,norm,False,none,M,20260618_221310
ECL,48,48,Informer,none,0.0,2023,64405904.0,753.8681,8025.3286,512715740.0,3.00326e+20,avg,False,none,M,20260618_222111
ECL,96,720,NBEATS,dishts,0.0,2024,13663183.0,354.1194,3696.3745,95935250.0,7.959527e+19,avg,False,none,M,20260618_222414
ETTh1,168,168,Autoformer,dishts,0.0,2023,12.07274,1.99372,3.47458,840346.06,433629360000000.0,uni,False,none,M,20260618_222754
ECL,96,720,NBEATS,none,0.0,2025,11967722.0,356.17957,3459.4395,108057090.0,7.953781e+19,avg,False,none,M,20260618_223451
ECL,96,96,Informer,none,0.0,2023,106760830.0,1047.5043,10332.513,518074270.0,3.53562e+20,avg,False,none,M,20260618_224540
ECL,96,720,NBEATS,dishts,0.0,2025,12520412.0,350.7762,3538.4192,89493784.0,8.04271e+19,avg,False,none,M,20260618_224542
ETTh1,168,168,Autoformer,dishts,0.0,2024,15.69644,2.23527,3.96187,981475.8,528052770000000.0,uni,False,none,M,20260618_225115
ETTh1,168,168,Autoformer,dishts,0.0,2025,15.83282,2.16153,3.97905,828642.75,381865270000000.0,uni,False,none,M,20260618_225944
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.42485,1.49233,2.90256,588923.06,286988440000000.0,avg,False,none,M,20260618_230004
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.29148,1.48511,2.87949,626224.9,306727440000000.0,avg,False,none,M,20260618_230024
ETTh1,24,24,NBEATS,dishts,0.0,2025,7.97574,1.47563,2.82413,608868.56,289222600000000.0,avg,False,none,M,20260618_230046
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.23486,1.49069,2.86964,636150.56,313370700000000.0,norm,False,none,M,20260618_230107
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.11407,1.50746,2.84852,607234.94,275224260000000.0,norm,False,none,M,20260618_230138
ETTh1,24,24,NBEATS,dishts,0.0,2025,8.20345,1.50656,2.86417,639345.25,296680870000000.0,norm,False,none,M,20260618_230203
ETTh1,24,24,NBEATS,dishts,0.0,2023,8.31755,1.4933,2.88402,591260.25,287305100000000.0,uni,False,none,M,20260618_230230
ETTh1,24,24,NBEATS,dishts,0.0,2024,8.40706,1.50258,2.89949,593986.5,290350560000000.0,uni,False,none,M,20260618_230254
ETTh1,24,24,NBEATS,dishts,0.0,2025,8.38543,1.50664,2.89576,591697.94,274367000000000.0,uni,False,none,M,20260618_230320
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.93509,1.744,3.152,773885.56,389757380000000.0,avg,False,none,M,20260618_230337
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.93751,1.7552,3.15238,821190.8,438089180000000.0,avg,False,none,M,20260618_230402
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.74949,1.73883,3.12242,796310.2,404511160000000.0,avg,False,none,M,20260618_230422
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.91524,1.74829,3.14885,770611.06,386371100000000.0,norm,False,none,M,20260618_230440
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.93369,1.74298,3.15178,783953.5,401451100000000.0,norm,False,none,M,20260618_230500
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.99662,1.75573,3.16174,781930.44,392259930000000.0,norm,False,none,M,20260618_230521
ETTh1,96,96,NBEATS,dishts,0.0,2023,9.63216,1.71592,3.10357,771220.0,408615770000000.0,uni,False,none,M,20260618_230544
ETTh1,96,96,NBEATS,dishts,0.0,2024,9.83328,1.739,3.13581,783531.2,409577170000000.0,uni,False,none,M,20260618_230604
ETTh1,96,96,NBEATS,dishts,0.0,2025,9.59714,1.73471,3.09792,770441.44,409673140000000.0,uni,False,none,M,20260618_230628
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.5296,1.84989,3.24493,854526.44,448346770000000.0,avg,False,none,M,20260618_230645
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.46406,1.8361,3.23482,859068.7,450232060000000.0,avg,False,none,M,20260618_230704
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.53774,1.85543,3.24619,861542.1,456352000000000.0,avg,False,none,M,20260618_230723
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.43689,1.8227,3.23062,839392.2,446112800000000.0,norm,False,none,M,20260618_230742
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.70381,1.84242,3.27167,854099.9,439645230000000.0,norm,False,none,M,20260618_230759
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.45629,1.82967,3.23362,843025.75,433876300000000.0,norm,False,none,M,20260618_230817
ETTh1,168,168,NBEATS,dishts,0.0,2023,10.61707,1.84556,3.25838,832456.2,433886250000000.0,uni,False,none,M,20260618_230834
ETTh1,168,168,NBEATS,dishts,0.0,2024,10.37609,1.83077,3.22119,851247.6,445036360000000.0,uni,False,none,M,20260618_230854
ETTh1,168,168,NBEATS,dishts,0.0,2025,10.46409,1.83706,3.23482,827225.8,424297870000000.0,uni,False,none,M,20260618_230912
WTH,24,24,Autoformer,dishts,0.0,2023,2576.1145,13.33954,50.75544,196800670.0,3.0976772e+18,avg,False,none,M,20260618_232000
ECL,96,96,Informer,none,0.0,2024,106757670.0,1048.7648,10332.36,529888540.0,3.5533802e+20,avg,False,none,M,20260618_232159
ECL,48,48,Informer,none,0.0,2024,35216024.0,637.9278,5934.309,536240000.0,3.3065826e+20,avg,False,none,M,20260618_232527
WTH,24,24,Autoformer,dishts,0.0,2024,2761.6426,13.07449,52.55134,184041440.0,2.5465426e+18,avg,False,none,M,20260618_232742
WTH,24,24,Autoformer,dishts,0.0,2025,2381.1826,11.72697,48.79736,137286020.0,1.645264e+18,avg,False,none,M,20260618_233911
WTH,24,24,Autoformer,dishts,0.0,2023,2834.003,12.99339,53.23536,171998140.0,2.7158946e+18,norm,False,none,M,20260618_234731
WTH,24,24,Autoformer,dishts,0.0,2024,2920.8394,13.71115,54.04479,209151950.0,3.5338598e+18,norm,False,none,M,20260618_235435
WTH,24,24,Autoformer,dishts,0.0,2025,2642.8506,12.65341,51.40866,182516130.0,2.7693072e+18,norm,False,none,M,20260619_000217
ECL,48,48,Informer,none,0.0,2025,74222184.0,911.89453,8615.2295,543883140.0,2.972585e+20,avg,False,none,M,20260619_000254
WTH,24,24,Autoformer,dishts,0.0,2023,2732.455,13.127,52.27289,187127740.0,2.3770303e+18,uni,False,none,M,20260619_000950
WTH,24,24,Autoformer,dishts,0.0,2024,2567.3054,12.34028,50.66858,167532930.0,2.3556685e+18,uni,False,none,M,20260619_001943
WTH,24,24,Autoformer,dishts,0.0,2025,2499.2842,12.16052,49.99284,151424670.0,1.9210336e+18,uni,False,none,M,20260619_002812
ECL,96,96,Informer,none,0.0,2025,55480560.0,805.7081,7448.5273,527424500.0,3.2984582e+20,avg,False,none,M,20260619_003853
ECL,96,96,Informer,none,0.0,2023,106760820.0,1047.5044,10332.513,518074340.0,3.53562e+20,avg,False,none,M,20260619_004209
WTH,96,96,Autoformer,dishts,0.0,2023,2876.1692,16.50813,53.62993,428694560.0,4.3277896e+18,avg,False,none,M,20260619_005437
WTH,96,96,Autoformer,dishts,0.0,2024,3200.6755,18.28846,56.57451,478808480.0,5.6683684e+18,avg,False,none,M,20260619_011933
ECL,96,96,Informer,none,0.0,2024,106757680.0,1048.7649,10332.36,529888860.0,3.55338e+20,avg,False,none,M,20260619_013401
WTH,96,96,Autoformer,dishts,0.0,2025,3070.4343,17.15232,55.4115,437736300.0,4.9394367e+18,avg,False,none,M,20260619_015151
ECL,168,168,Informer,none,0.0,2023,77681340.0,995.85736,8813.702,525345440.0,3.1173037e+20,avg,False,none,M,20260619_015337
WTH,96,96,Autoformer,dishts,0.0,2023,3165.4785,17.27887,56.26258,483072100.0,6.130223e+18,norm,False,none,M,20260619_021955
ECL,168,168,Informer,none,0.0,2024,109257340.0,1054.558,10452.623,520210700.0,3.4050696e+20,avg,False,none,M,20260619_024404
WTH,96,96,Autoformer,dishts,0.0,2024,3063.8865,17.08394,55.35238,479144930.0,5.1002436e+18,norm,False,none,M,20260619_024806
WTH,96,96,Autoformer,dishts,0.0,2025,3089.7302,17.52252,55.58534,491662800.0,5.059563e+18,norm,False,none,M,20260619_031456
ECL,96,96,Informer,none,0.0,2025,55480560.0,805.7081,7448.5273,527424500.0,3.2984582e+20,avg,False,none,M,20260619_032533
WTH,96,96,Autoformer,dishts,0.0,2023,2943.4658,16.6634,54.25372,430619940.0,4.50336e+18,uni,False,none,M,20260619_034355
WTH,96,96,Autoformer,dishts,0.0,2024,2923.415,16.72308,54.06862,443136060.0,4.3424497e+18,uni,False,none,M,20260619_042135
ECL,168,168,Informer,none,0.0,2025,58125516.0,828.48895,7624.009,518131940.0,3.067154e+20,avg,False,none,M,20260619_043406
WTH,96,96,Autoformer,dishts,0.0,2025,3225.776,17.82518,56.79592,515737250.0,5.759893e+18,uni,False,none,M,20260619_044641
ECL,168,168,Informer,none,0.0,2023,65869060.0,884.8324,8115.9756,427359420.0,2.891891e+20,avg,False,none,M,20260619_053033
WTH,168,168,Autoformer,dishts,0.0,2023,3109.4307,19.66107,55.76227,732233100.0,9.250971e+18,avg,False,none,M,20260619_053343
ECL,336,336,Informer,none,0.0,2023,110385800.0,1057.6532,10506.465,472240830.0,2.031751e+20,avg,False,none,M,20260619_060006
WTH,168,168,Autoformer,dishts,0.0,2024,3436.3386,20.34892,58.6203,760357100.0,9.985924e+18,avg,False,none,M,20260619_061244
WTH,168,168,Autoformer,dishts,0.0,2025,3328.235,18.88133,57.69086,617344700.0,7.456141e+18,avg,False,none,M,20260619_070014
ECL,336,336,Informer,none,0.0,2024,110419800.0,1057.0194,10508.083,454180030.0,1.9954215e+20,avg,False,none,M,20260619_072709
WTH,168,168,Autoformer,dishts,0.0,2023,2821.8652,17.29598,53.12123,455092130.0,5.1554555e+18,norm,False,none,M,20260619_074241
ECL,168,168,Informer,none,0.0,2024,71867270.0,943.9,8477.457,487240300.0,3.0514037e+20,avg,False,none,M,20260619_074610
WTH,168,168,Autoformer,dishts,0.0,2024,2789.2998,17.25355,52.81382,460683420.0,4.5879808e+18,norm,False,none,M,20260619_084346
ECL,168,168,Informer,none,0.0,2025,109215550.0,1054.2688,10450.624,521904220.0,3.4103163e+20,avg,False,none,M,20260619_085028
ETTh1,24,24,Autoformer,dishts,0.0,2023,9.86819,1.69399,3.14137,636192.2,302333960000000.0,avg,False,none,M,20260619_111030
ETTh1,24,24,Autoformer,dishts,0.0,2024,9.38683,1.63741,3.06379,603713.7,281318930000000.0,avg,False,none,M,20260619_111230
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.13792,1.71808,3.18401,566679.8,260609170000000.0,avg,False,none,M,20260619_111411
ETTh1,24,24,Autoformer,dishts,0.0,2023,9.68367,1.69462,3.11186,568057.44,261531280000000.0,norm,False,none,M,20260619_111808
ETTh1,24,24,Autoformer,dishts,0.0,2024,10.60055,1.77118,3.25585,614647.0,276842970000000.0,norm,False,none,M,20260619_112151
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.65556,1.74616,3.26428,596972.75,255005110000000.0,norm,False,none,M,20260619_112407
ETTh1,24,24,Autoformer,dishts,0.0,2023,10.20091,1.75518,3.19389,560573.7,241833020000000.0,uni,False,none,M,20260619_112659
ETTh1,24,24,Autoformer,dishts,0.0,2024,9.82705,1.7214,3.13481,608485.06,286031640000000.0,uni,False,none,M,20260619_112906
ETTh1,24,24,Autoformer,dishts,0.0,2025,10.3891,1.74157,3.22321,600563.5,270947530000000.0,uni,False,none,M,20260619_113214
ETTh1,96,96,Autoformer,dishts,0.0,2023,15.69381,2.19435,3.96154,858541.3,434466140000000.0,avg,False,none,M,20260619_113715
ECL,24,24,Informer,none,0.0,2023,106933896.0,1044.2855,10340.885,515241180.0,3.4390317e+20,avg,False,none,M,20260619_114002
ETTh1,96,96,Autoformer,dishts,0.0,2024,12.40999,1.96872,3.52278,748747.56,341795200000000.0,avg,False,none,M,20260619_114211
ETTh1,96,96,Autoformer,dishts,0.0,2025,12.41788,1.98667,3.5239,747029.3,366384000000000.0,avg,False,none,M,20260619_114712
ETTh1,96,96,Autoformer,dishts,0.0,2023,14.72094,2.1373,3.83679,884301.7,462866780000000.0,norm,False,none,M,20260619_115212
ETTh1,96,96,Autoformer,dishts,0.0,2024,13.70525,2.04792,3.70206,840961.75,441786140000000.0,norm,False,none,M,20260619_115650
ETTh1,96,96,Autoformer,dishts,0.0,2025,14.76,2.14952,3.84187,872215.56,485802580000000.0,norm,False,none,M,20260619_120214
ECL,24,24,Informer,none,0.0,2023,6690771.5,357.46057,2586.6526,520661760.0,3.274914e+20,avg,False,none,M,20260619_120533
ETTh1,96,96,Autoformer,dishts,0.0,2023,14.81011,2.18221,3.84839,783553.3,378161770000000.0,uni,False,none,M,20260619_120648
