dataset,seq_len,pred_len,model,norm,alpha,seed,MSE,MAE,RMSE,MAPE,MSPE,dish_init,scaled,prior,features,timestamp
ETTh1,336,336,Autoformer,dishts,0.0,2025,11.94736,2.08415,3.4565,847300.2,432762550000000.0,avg,False,paper-phi-only,M,20260616_145858
ETTh1,336,336,Autoformer,dishts,0.25,2023,13.18024,2.18404,3.63046,893955.0,433812170000000.0,avg,False,paper-phi-only,M,20260616_150315
ETTh1,336,336,Autoformer,dishts,0.25,2024,15.3514,2.31608,3.91809,870775.4,451020420000000.0,avg,False,paper-phi-only,M,20260616_150610
ETTh1,336,336,Autoformer,dishts,0.25,2025,12.32179,2.12544,3.51024,817766.06,394817620000000.0,avg,False,paper-phi-only,M,20260616_150905
ETTh1,336,336,Autoformer,dishts,0.5,2023,13.49302,2.26122,3.67329,816283.9,361172520000000.0,avg,False,paper-phi-only,M,20260616_151200
ETTh1,336,336,Autoformer,dishts,0.5,2024,11.70624,2.07273,3.42144,868938.25,444123580000000.0,avg,False,paper-phi-only,M,20260616_151819
ETTh1,336,336,Autoformer,dishts,0.5,2025,12.76902,2.15601,3.57338,847809.44,412858730000000.0,avg,False,paper-phi-only,M,20260616_152114
ETTh1,336,336,Autoformer,dishts,0.75,2023,11.30485,2.06219,3.36227,954712.4,462416700000000.0,avg,False,paper-phi-only,M,20260616_152814
ETTh1,336,336,Autoformer,dishts,0.75,2024,11.81717,2.08115,3.43761,873791.9,462397400000000.0,avg,False,paper-phi-only,M,20260616_153436
ETTh1,336,336,Autoformer,dishts,0.75,2025,13.59238,2.18655,3.68678,865519.2,489989360000000.0,avg,False,paper-phi-only,M,20260616_153812
ETTh1,336,336,Autoformer,dishts,1.0,2023,11.73218,2.08543,3.42523,816838.3,403099100000000.0,avg,False,paper-phi-only,M,20260616_154514
ETTh1,336,336,Autoformer,dishts,1.0,2024,11.99337,2.10797,3.46314,900243.9,455899440000000.0,avg,False,paper-phi-only,M,20260616_155012
ETTh1,336,336,Autoformer,dishts,1.0,2025,12.47217,2.16745,3.5316,954757.9,538013540000000.0,avg,False,paper-phi-only,M,20260616_155348
WTH,96,96,Autoformer,dishts,0.0,2023,3944.29,21.44576,62.80358,636025200.0,9.64226e+18,avg,False,paper-phi-only,M,20260616_155900
WTH,96,96,Autoformer,dishts,0.0,2024,2996.6682,17.28779,54.74184,473925540.0,4.9846865e+18,avg,False,paper-phi-only,M,20260616_160322
WTH,96,96,Autoformer,dishts,0.0,2025,3673.543,19.43524,60.60976,641987900.0,9.585381e+18,avg,False,paper-phi-only,M,20260616_160658
WTH,96,96,Autoformer,dishts,0.25,2023,3071.3215,17.23035,55.4195,473452300.0,5.44311e+18,avg,False,paper-phi-only,M,20260616_161258
WTH,96,96,Autoformer,dishts,0.25,2024,2947.989,17.43382,54.29538,434574700.0,4.0821673e+18,avg,False,paper-phi-only,M,20260616_161722
WTH,96,96,Autoformer,dishts,0.25,2025,2854.0972,16.91904,53.42375,430273300.0,4.2341638e+18,avg,False,paper-phi-only,M,20260616_162234
WTH,96,96,Autoformer,dishts,0.5,2023,3202.3591,17.84356,56.58939,531975870.0,6.557758e+18,avg,False,paper-phi-only,M,20260616_162923
WTH,96,96,Autoformer,dishts,0.5,2024,2805.1428,17.38664,52.9636,390949540.0,3.551454e+18,avg,False,paper-phi-only,M,20260616_163437
WTH,96,96,Autoformer,dishts,0.5,2025,3025.348,17.5817,55.00316,462798530.0,4.661628e+18,avg,False,paper-phi-only,M,20260616_163949
WTH,96,96,Autoformer,dishts,0.75,2023,2873.159,16.61752,53.60186,438179460.0,4.0343814e+18,avg,False,paper-phi-only,M,20260616_164638
WTH,96,96,Autoformer,dishts,0.75,2024,2954.2195,17.75296,54.35274,459450530.0,4.8929345e+18,avg,False,paper-phi-only,M,20260616_165150
WTH,96,96,Autoformer,dishts,0.75,2025,3046.197,17.07236,55.19236,458705280.0,4.823354e+18,avg,False,paper-phi-only,M,20260616_165701
WTH,96,96,Autoformer,dishts,1.0,2023,3314.8118,18.70994,57.5744,560757000.0,6.531636e+18,avg,False,paper-phi-only,M,20260616_170128
WTH,96,96,Autoformer,dishts,1.0,2024,3051.5198,17.46284,55.24056,494311170.0,5.3273175e+18,avg,False,paper-phi-only,M,20260616_170729
WTH,96,96,Autoformer,dishts,1.0,2025,2686.3025,16.33974,51.82955,434733800.0,3.7596953e+18,avg,False,paper-phi-only,M,20260616_171507
WTH,168,168,Autoformer,dishts,0.0,2023,3416.4287,19.12989,58.45022,638627140.0,9.243697e+18,avg,False,paper-phi-only,M,20260616_172045
WTH,168,168,Autoformer,dishts,0.0,2024,3268.938,18.92289,57.17462,571500860.0,7.804015e+18,avg,False,paper-phi-only,M,20260616_172741
WTH,168,168,Autoformer,dishts,0.0,2025,3308.607,19.3609,57.5205,585398800.0,7.1802155e+18,avg,False,paper-phi-only,M,20260616_173319
WTH,168,168,Autoformer,dishts,0.25,2023,3175.1826,19.9199,56.34876,435086800.0,4.035228e+18,avg,False,paper-phi-only,M,20260616_174636
WTH,168,168,Autoformer,dishts,0.25,2024,3147.7144,17.99889,56.1045,506335970.0,5.748457e+18,avg,False,paper-phi-only,M,20260616_175328
WTH,168,168,Autoformer,dishts,0.25,2025,3370.4111,19.88586,58.05524,676402200.0,8.2779135e+18,avg,False,paper-phi-only,M,20260616_175904
WTH,168,168,Autoformer,dishts,0.5,2023,3086.55,18.52126,55.55673,612360500.0,6.4172963e+18,avg,False,paper-phi-only,M,20260616_180444
WTH,168,168,Autoformer,dishts,0.5,2024,3211.1404,18.87882,56.66692,628259800.0,8.456818e+18,avg,False,paper-phi-only,M,20260616_181021
WTH,168,168,Autoformer,dishts,0.5,2025,3083.9036,18.92912,55.5329,590143170.0,6.931527e+18,avg,False,paper-phi-only,M,20260616_181558
WTH,168,168,Autoformer,dishts,0.75,2023,3252.6973,19.31576,57.03242,678412540.0,8.5672104e+18,avg,False,paper-phi-only,M,20260616_182135
WTH,168,168,Autoformer,dishts,0.75,2024,2902.1873,17.04887,53.87195,465442980.0,4.7232304e+18,avg,False,paper-phi-only,M,20260616_183106
WTH,168,168,Autoformer,dishts,0.75,2025,3594.8572,21.07114,59.95713,749629440.0,1.0512143e+19,avg,False,paper-phi-only,M,20260616_183759
WTH,168,168,Autoformer,dishts,1.0,2023,3632.2288,20.51659,60.26798,749655000.0,1.0923805e+19,avg,False,paper-phi-only,M,20260616_184336
WTH,168,168,Autoformer,dishts,1.0,2024,3912.7566,19.91615,62.55203,623761900.0,1.034511e+19,avg,False,paper-phi-only,M,20260616_185029
WTH,168,168,Autoformer,dishts,1.0,2025,3237.2634,19.42947,56.89696,611783400.0,7.93941e+18,avg,False,paper-phi-only,M,20260616_185721
WTH,336,336,Autoformer,dishts,0.0,2023,2670.0544,18.68932,51.67257,620856060.0,6.235593e+18,avg,False,paper-phi-only,M,20260616_191436
WTH,336,336,Autoformer,dishts,0.0,2024,2675.7747,17.85901,51.72789,482676580.0,4.5724244e+18,avg,False,paper-phi-only,M,20260616_192936
WTH,336,336,Autoformer,dishts,0.0,2025,2885.0132,18.3138,53.71232,496015170.0,4.265653e+18,avg,False,paper-phi-only,M,20260616_194922
WTH,336,336,Autoformer,dishts,0.25,2023,2842.0698,19.2297,53.31106,628064060.0,5.6854004e+18,avg,False,paper-phi-only,M,20260616_195941
WTH,336,336,Autoformer,dishts,0.25,2024,2913.023,19.79716,53.97242,610161660.0,6.087849e+18,avg,False,paper-phi-only,M,20260616_200957
WTH,336,336,Autoformer,dishts,0.25,2025,3291.2798,20.77182,57.36968,581320640.0,6.6276747e+18,avg,False,paper-phi-only,M,20260616_210455
WTH,336,336,Autoformer,dishts,0.5,2023,2724.8098,19.44433,52.19972,571937000.0,5.3579476e+18,avg,False,paper-phi-only,M,20260616_211511
WTH,336,336,Autoformer,dishts,0.5,2024,2705.101,17.73449,52.01058,509154340.0,4.3014088e+18,avg,False,paper-phi-only,M,20260616_213009
WTH,336,336,Autoformer,dishts,0.5,2025,3592.6646,21.60633,59.93884,788829600.0,1.0144825e+19,avg,False,paper-phi-only,M,20260616_214729
WTH,336,336,Autoformer,dishts,0.75,2023,3124.733,20.39202,55.89931,737594940.0,8.548147e+18,avg,False,paper-phi-only,M,20260616_215745
WTH,336,336,Autoformer,dishts,0.75,2024,2898.6858,18.7422,53.83944,536764640.0,5.7676664e+18,avg,False,paper-phi-only,M,20260616_220802
WTH,336,336,Autoformer,dishts,0.75,2025,3407.353,20.19648,58.37254,573150900.0,5.5925026e+18,avg,False,paper-phi-only,M,20260616_221818
WTH,336,336,Autoformer,dishts,1.0,2023,2930.0354,19.04752,54.1298,652475140.0,6.9779016e+18,avg,False,paper-phi-only,M,20260616_222833
WTH,336,336,Autoformer,dishts,1.0,2024,3599.4358,20.52523,59.9953,697371260.0,8.8854696e+18,avg,False,paper-phi-only,M,20260616_223848
ECL,24,24,Autoformer,none,0.0,2023,12747418.0,823.03015,3570.3525,724500740.0,2.6463313e+20,avg,False,none,M,20260617_085826
ECL,24,24,Autoformer,none,0.0,2024,6649884.0,342.97876,2578.7368,221676540.0,1.9745058e+20,avg,False,none,M,20260617_090530
ECL,24,24,Autoformer,none,0.0,2025,9495908.0,430.4069,3081.5435,342253800.0,2.1205447e+20,avg,False,none,M,20260617_090753
ECL,96,96,Autoformer,none,0.0,2023,46537564.0,817.06934,6821.844,330535700.0,2.9071374e+20,avg,False,none,M,20260617_091202
ECL,96,96,Autoformer,none,0.0,2024,40717684.0,749.9514,6381.0415,321911070.0,2.96098e+20,avg,False,none,M,20260617_091927
ECL,96,96,Autoformer,none,0.0,2025,33529036.0,624.31274,5790.4263,242650340.0,3.0227774e+20,avg,False,none,M,20260617_092516
ECL,168,168,Autoformer,none,0.0,2023,57788972.0,827.6621,7601.906,242282080.0,2.8410474e+20,avg,False,none,M,20260617_093303
ECL,168,168,Autoformer,none,0.0,2024,56445644.0,773.1118,7513.0317,275089820.0,2.9075257e+20,avg,False,none,M,20260617_094606
ECL,168,168,Autoformer,none,0.0,2025,45253940.0,685.66943,6727.1055,260632640.0,2.8422277e+20,avg,False,none,M,20260617_101453
ECL,336,336,Autoformer,none,0.0,2023,61874028.0,838.9396,7866.0044,202051150.0,1.6354252e+20,avg,False,none,M,20260617_103554
ECL,336,336,Autoformer,none,0.0,2024,69474790.0,890.3449,8335.154,171367460.0,1.631611e+20,avg,False,none,M,20260617_105212
ECL,336,336,Autoformer,none,0.0,2025,64024316.0,878.937,8001.5195,189644300.0,1.5585301e+20,avg,False,none,M,20260617_110514
ECL,24,24,Autoformer,revin,0.0,2023,4516444.0,244.07413,2125.1926,128632360.0,1.6604158e+20,avg,False,none,M,20260617_111201
ECL,24,24,Autoformer,revin,0.0,2024,4132563.2,246.1932,2032.8707,119495700.0,1.5039368e+20,avg,False,none,M,20260617_111736
ECL,24,24,Autoformer,revin,0.0,2025,4396040.5,247.27563,2096.6736,128743350.0,1.9659963e+20,avg,False,none,M,20260617_112555
ECL,96,96,Autoformer,revin,0.0,2023,6962956.0,282.0834,2638.7415,159953380.0,2.8213363e+20,avg,False,none,M,20260617_113635
ECL,96,96,Autoformer,revin,0.0,2024,7585655.5,303.94464,2754.207,139052740.0,2.8721466e+20,avg,False,none,M,20260617_114145
ECL,96,96,Autoformer,revin,0.0,2025,6656110.0,292.4978,2579.9438,151219090.0,3.0336775e+20,avg,False,none,M,20260617_114627
ECL,168,168,Autoformer,revin,0.0,2023,8922561.0,312.5103,2987.0657,150247500.0,2.8476436e+20,avg,False,none,M,20260617_115511
ECL,168,168,Autoformer,revin,0.0,2024,9162348.0,329.65063,3026.937,150750050.0,2.7877987e+20,avg,False,none,M,20260617_120355
ECL,168,168,Autoformer,revin,0.0,2025,8335474.0,328.69745,2887.1218,154837250.0,2.785911e+20,avg,False,none,M,20260617_121155
ECL,336,336,Autoformer,revin,0.0,2023,10124278.0,342.5104,3181.867,116232190.0,1.5986188e+20,avg,False,none,M,20260617_122346
ECL,336,336,Autoformer,revin,0.0,2024,8311271.5,320.58456,2882.9272,112817310.0,1.5213598e+20,avg,False,none,M,20260617_124031
ECL,336,336,Autoformer,revin,0.0,2025,9543952.0,324.45233,3089.3286,110299120.0,1.518505e+20,avg,False,none,M,20260617_125604
ETTh1,24,24,Autoformer,none,0.0,2023,9.37345,1.72758,3.06161,570971.06,240983770000000.0,avg,False,none,M,20260617_125828
ETTh1,24,24,Autoformer,none,0.0,2024,9.65112,1.71126,3.10662,611853.1,262193850000000.0,avg,False,none,M,20260617_130121
ETTh1,24,24,Autoformer,none,0.0,2025,10.00717,1.74048,3.16341,583881.25,262788210000000.0,avg,False,none,M,20260617_130223
ETTh1,96,96,Autoformer,none,0.0,2023,15.46293,2.27797,3.93229,819277.9,392284930000000.0,avg,False,none,M,20260617_130419
ETTh1,96,96,Autoformer,none,0.0,2024,17.2372,2.3734,4.15177,763445.0,344578350000000.0,avg,False,none,M,20260617_130641
ETTh1,96,96,Autoformer,none,0.0,2025,13.36209,2.10145,3.65542,804590.0,375526200000000.0,avg,False,none,M,20260617_130917
ETTh1,168,168,Autoformer,none,0.0,2023,17.62823,2.42309,4.1986,912601.7,456169050000000.0,avg,False,none,M,20260617_131348
ETTh1,168,168,Autoformer,none,0.0,2024,17.21776,2.4176,4.14943,871920.2,407451970000000.0,avg,False,none,M,20260617_132050
ETTh1,168,168,Autoformer,none,0.0,2025,15.4341,2.31855,3.92863,865007.56,411409450000000.0,avg,False,none,M,20260617_132541
ETTh1,336,336,Autoformer,none,0.0,2023,20.56155,2.73931,4.53448,852452.0,375382960000000.0,avg,False,none,M,20260617_133156
ETTh1,336,336,Autoformer,none,0.0,2024,18.48488,2.59681,4.2994,906764.06,440465400000000.0,avg,False,none,M,20260617_133731
ETTh1,336,336,Autoformer,none,0.0,2025,16.95712,2.47699,4.1179,890060.8,379605600000000.0,avg,False,none,M,20260617_134305
ETTh1,24,24,Autoformer,revin,0.0,2023,10.49472,1.75882,3.23956,667091.06,322166070000000.0,avg,False,none,M,20260617_134439
ETTh1,24,24,Autoformer,revin,0.0,2024,10.53264,1.74539,3.2454,613258.7,296138000000000.0,avg,False,none,M,20260617_134526
ETTh1,24,24,Autoformer,revin,0.0,2025,10.19724,1.73626,3.19331,615213.4,282266400000000.0,avg,False,none,M,20260617_134627
ETTh1,96,96,Autoformer,revin,0.0,2023,14.25756,2.15309,3.77592,850353.5,407315570000000.0,avg,False,none,M,20260617_134851
ETTh1,96,96,Autoformer,revin,0.0,2024,12.65037,1.9679,3.55674,796021.94,374845300000000.0,avg,False,none,M,20260617_135101
ETTh1,96,96,Autoformer,revin,0.0,2025,13.89984,2.12214,3.72825,796597.56,374500950000000.0,avg,False,none,M,20260617_135312
ETTh1,168,168,Autoformer,revin,0.0,2023,15.2249,2.21125,3.90191,935936.6,471826180000000.0,avg,False,none,M,20260617_140018
ETTh1,168,168,Autoformer,revin,0.0,2024,14.31345,2.19407,3.78331,952004.75,484959900000000.0,avg,False,none,M,20260617_140407
ETTh1,168,168,Autoformer,revin,0.0,2025,14.11737,2.16745,3.75731,919614.1,466188700000000.0,avg,False,none,M,20260617_140818
ETTh1,336,336,Autoformer,revin,0.0,2023,12.44812,2.14919,3.52819,864075.2,389646980000000.0,avg,False,none,M,20260617_141357
ETTh1,336,336,Autoformer,revin,0.0,2024,13.17513,2.17642,3.62976,901735.44,426243200000000.0,avg,False,none,M,20260617_141935
ETTh1,336,336,Autoformer,revin,0.0,2025,11.71106,2.07251,3.42214,947488.5,472712400000000.0,avg,False,none,M,20260617_142634
ETTm2,24,24,Autoformer,none,0.0,2023,7.2018,1.73238,2.68362,7763400.5,3228377000000000.0,avg,False,none,M,20260617_143136
ETTm2,24,24,Autoformer,none,0.0,2024,6.86941,1.68436,2.62096,7928265.0,3199588000000000.0,avg,False,none,M,20260617_143602
ETTm2,24,24,Autoformer,none,0.0,2025,7.14748,1.75494,2.67348,7704707.5,3218902400000000.0,avg,False,none,M,20260617_143933
ETTm2,96,96,Autoformer,none,0.0,2023,11.68111,2.19985,3.41776,9809133.0,4343155500000000.0,avg,False,none,M,20260617_144955
ETTm2,96,96,Autoformer,none,0.0,2024,12.71351,2.28833,3.5656,9261144.0,4109976300000000.0,avg,False,none,M,20260617_145729
ETTm2,96,96,Autoformer,none,0.0,2025,11.65872,2.18399,3.41449,9403795.0,4109762400000000.0,avg,False,none,M,20260617_150749
ETTm2,168,168,Autoformer,none,0.0,2023,14.10501,2.41147,3.75566,9956412.0,4337228400000000.0,avg,False,none,M,20260617_152141
ETTm2,168,168,Autoformer,none,0.0,2024,14.80608,2.45006,3.84787,10175072.0,4673354000000000.0,avg,False,none,M,20260617_153401
ETTm2,168,168,Autoformer,none,0.0,2025,15.25753,2.48594,3.90609,9680414.0,4268173000000000.0,avg,False,none,M,20260617_155815
ETTm2,336,336,Autoformer,none,0.0,2023,18.44497,2.73765,4.29476,9659120.0,4316462300000000.0,avg,False,none,M,20260617_162205
ETTm2,336,336,Autoformer,none,0.0,2024,18.33489,2.76854,4.28193,8895935.0,3774005000000000.0,avg,False,none,M,20260617_165436
ETTm2,336,336,Autoformer,revin,0.0,2023,18.59804,2.73669,4.31255,10382726.0,4973038500000000.0,avg,False,none,M,20260617_195508
ETTm2,336,336,Autoformer,revin,0.0,2024,19.24381,2.80141,4.38678,9688827.0,4285267000000000.0,avg,False,none,M,20260617_202749
ETTm2,336,336,Autoformer,revin,0.0,2025,18.82434,2.74335,4.3387,9699152.0,4385878600000000.0,avg,False,none,M,20260617_205736
WTH,24,24,Autoformer,none,0.0,2023,6377.4033,26.29192,79.85864,1067269700.0,2.4224851e+19,avg,False,none,M,20260617_210324
WTH,24,24,Autoformer,none,0.0,2024,5447.876,26.55585,73.80973,973602200.0,1.8122806e+19,avg,False,none,M,20260617_211153
WTH,24,24,Autoformer,none,0.0,2025,4623.0312,23.65155,67.99288,908193540.0,1.5375719e+19,avg,False,none,M,20260617_212007
WTH,96,96,Autoformer,none,0.0,2023,5476.0776,25.55941,74.00052,1114055600.0,2.276735e+19,avg,False,none,M,20260617_214148
WTH,96,96,Autoformer,none,0.0,2024,5149.4526,24.60446,71.75969,1022254660.0,1.9370083e+19,avg,False,none,M,20260617_220326
WTH,96,96,Autoformer,none,0.0,2025,6101.878,26.72303,78.11452,1180471200.0,2.5591738e+19,avg,False,none,M,20260617_221054
WTH,168,168,Autoformer,none,0.0,2023,3820.735,21.26573,61.8121,731480800.0,7.781546e+18,avg,False,none,M,20260617_222243
WTH,168,168,Autoformer,none,0.0,2024,4342.9062,22.79169,65.90074,868085760.0,1.2426039e+19,avg,False,none,M,20260617_224320
WTH,168,168,Autoformer,none,0.0,2025,5071.1045,24.46637,71.21168,984289100.0,1.7543857e+19,avg,False,none,M,20260617_230515
WTH,336,336,Autoformer,none,0.0,2023,4729.6714,24.41235,68.7726,956471300.0,1.5304155e+19,avg,False,none,M,20260617_233832
WTH,336,336,Autoformer,none,0.0,2024,4034.0034,22.10971,63.5138,792864200.0,9.712747e+18,avg,False,none,M,20260618_000018
WTH,336,336,Autoformer,none,0.0,2025,5122.999,24.77399,71.57512,965713150.0,1.7343839e+19,avg,False,none,M,20260618_004953
WTH,24,24,Autoformer,revin,0.0,2023,3591.1157,14.61523,59.92592,277480060.0,5.902542e+18,avg,False,none,M,20260618_005821
WTH,24,24,Autoformer,revin,0.0,2024,3174.4956,13.78998,56.34266,243228910.0,4.2953043e+18,avg,False,none,M,20260618_010317
WTH,24,24,Autoformer,revin,0.0,2025,3259.1782,14.06306,57.08922,270899740.0,5.333172e+18,avg,False,none,M,20260618_011235
WTH,96,96,Autoformer,revin,0.0,2023,3138.653,16.80961,56.02368,431067460.0,5.056514e+18,avg,False,none,M,20260618_012103
WTH,96,96,Autoformer,revin,0.0,2024,4034.872,19.84677,63.52064,656313660.0,1.0601646e+19,avg,False,none,M,20260618_012844
WTH,96,96,Autoformer,revin,0.0,2025,4193.555,19.82544,64.75767,615833000.0,1.070256e+19,avg,False,none,M,20260618_013709
WTH,168,168,Autoformer,revin,0.0,2023,3005.3535,17.23846,54.8211,437842430.0,4.4706948e+18,avg,False,none,M,20260618_015137
WTH,168,168,Autoformer,revin,0.0,2024,3259.7244,18.22859,57.094,519587780.0,6.323714e+18,avg,False,none,M,20260618_020446
WTH,168,168,Autoformer,revin,0.0,2025,3114.5913,18.19433,55.80852,528688160.0,6.4146663e+18,avg,False,none,M,20260618_022030
WTH,336,336,Autoformer,revin,0.0,2023,3027.0522,18.27102,55.01866,503175420.0,5.6460285e+18,avg,False,none,M,20260618_024224
WTH,336,336,Autoformer,revin,0.0,2024,2809.8662,18.1917,53.00817,494507740.0,4.696994e+18,avg,False,none,M,20260618_030854
WTH,336,336,Autoformer,revin,0.0,2025,3238.256,19.23773,56.90568,589934340.0,7.0883327e+18,avg,False,none,M,20260618_033739
ETTm2,24,24,Autoformer,revin,0.0,2023,7.47991,1.73115,2.73494,7530630.5,3401235300000000.0,avg,False,none,M,20260618_082117
ETTm2,24,24,Autoformer,revin,0.0,2024,7.35635,1.71812,2.71226,7083532.5,3127010300000000.0,avg,False,none,M,20260618_082452
ETTm2,24,24,Autoformer,revin,0.0,2025,6.92742,1.6428,2.632,6912643.0,3085694000000000.0,avg,False,none,M,20260618_083232
ETTm2,96,96,Autoformer,revin,0.0,2023,12.07296,2.20147,3.47462,9286987.0,4262091700000000.0,avg,False,none,M,20260618_084105
ETTm2,96,96,Autoformer,revin,0.0,2024,11.38541,2.17623,3.37423,8649441.0,3765813400000000.0,avg,False,none,M,20260618_085127
ETTm2,96,96,Autoformer,revin,0.0,2025,12.88934,2.30363,3.59017,9849368.0,4592141500000000.0,avg,False,none,M,20260618_090000
ETTm2,168,168,Autoformer,revin,0.0,2023,14.27412,2.4063,3.77811,9313065.0,4101364400000000.0,avg,False,none,M,20260618_092001
ETTm2,168,168,Autoformer,revin,0.0,2025,15.62504,2.53174,3.95285,9406734.0,4043992500000000.0,avg,False,none,M,20260618_094133
ETTh1,48,48,NBEATS,none,0.0,2023,9.36939,1.63095,3.06095,678960.2,321511760000000.0,avg,False,none,M,20260618_173307
ETTh1,48,48,NBEATS,dishts,0.0,2023,9.16946,1.606,3.02811,661905.1,309716530000000.0,avg,False,none,M,20260618_173336
ETTh1,96,336,NBEATS,none,0.0,2023,10.89129,1.92887,3.30019,943346.6,492116600000000.0,avg,False,none,M,20260618_173347
ETTh1,48,48,NBEATS,none,0.0,2024,9.27712,1.62,3.04584,652239.4,299118470000000.0,avg,False,none,M,20260618_173415
ETTh1,48,48,NBEATS,dishts,0.0,2024,9.07665,1.60844,3.01275,661919.2,307251600000000.0,avg,False,none,M,20260618_173454
ETTh1,96,336,NBEATS,dishts,0.0,2023,10.82149,1.95742,3.2896,898204.8,465456880000000.0,avg,False,none,M,20260618_173518
ETTh1,48,48,NBEATS,none,0.0,2025,9.2707,1.62197,3.04478,675813.56,316977040000000.0,avg,False,none,M,20260618_173534
ETTh1,48,48,NBEATS,dishts,0.0,2025,9.27624,1.61963,3.04569,657723.5,312645840000000.0,avg,False,none,M,20260618_173616
ETTh1,96,336,NBEATS,none,0.0,2024,10.85835,1.93218,3.2952,932664.6,493699140000000.0,avg,False,none,M,20260618_173628
ETTh1,96,48,NBEATS,none,0.0,2023,8.64737,1.60106,2.94064,678611.7,311653330000000.0,avg,False,none,M,20260618_173659
ETTh1,96,48,NBEATS,dishts,0.0,2023,8.72693,1.60159,2.95414,719296.1,359744650000000.0,avg,False,none,M,20260618_173741
ETTh1,96,336,NBEATS,dishts,0.0,2024,10.69884,1.92077,3.27091,914921.9,488327500000000.0,avg,False,none,M,20260618_173754
ETTh1,96,48,NBEATS,none,0.0,2024,8.65752,1.59258,2.94237,699558.8,330559300000000.0,avg,False,none,M,20260618_173819
ETTh1,24,24,Autoformer,dishts,0.0,2023,9.86819,1.69399,3.14137,636192.2,302333960000000.0,avg,False,none,M,20260618_173853
ETTh1,96,48,NBEATS,dishts,0.0,2024,8.74354,1.60319,2.95695,712147.9,351508550000000.0,avg,False,none,M,20260618_173900
ETTh1,96,48,NBEATS,none,0.0,2025,8.56422,1.60058,2.92647,674284.0,305096200000000.0,avg,False,none,M,20260618_173937
ETTh1,96,336,NBEATS,none,0.0,2025,10.78755,1.92534,3.28444,943892.3,503665480000000.0,avg,False,none,M,20260618_173938
ETTh1,96,48,NBEATS,dishts,0.0,2025,8.7826,1.60055,2.96355,678472.2,327627120000000.0,avg,False,none,M,20260618_174008
ETTh1,144,48,NBEATS,none,0.0,2023,9.06745,1.62415,3.01122,718280.2,334611070000000.0,avg,False,none,M,20260618_174044
ETTh1,144,48,NBEATS,dishts,0.0,2023,9.05919,1.61308,3.00985,697729.1,331263850000000.0,avg,False,none,M,20260618_174114
ETTh1,96,336,NBEATS,dishts,0.0,2025,10.77581,1.94849,3.28265,941134.4,527195830000000.0,avg,False,none,M,20260618_174121
ETTh1,144,48,NBEATS,none,0.0,2024,9.01983,1.62221,3.0033,735212.94,357787080000000.0,avg,False,none,M,20260618_174151
ETTh1,144,48,NBEATS,dishts,0.0,2024,8.8922,1.60873,2.98198,681146.2,308814300000000.0,avg,False,none,M,20260618_174226
ETTh1,144,48,NBEATS,none,0.0,2025,8.9984,1.62508,2.99973,747306.94,359382230000000.0,avg,False,none,M,20260618_174307
ETTh1,96,420,NBEATS,none,0.0,2023,11.25462,1.99397,3.35479,937372.0,454189130000000.0,avg,False,none,M,20260618_174315
ETTh1,144,48,NBEATS,dishts,0.0,2025,9.28958,1.63868,3.04788,717098.9,340837500000000.0,avg,False,none,M,20260618_174339
ETTh1,192,48,NBEATS,none,0.0,2023,9.0526,1.6228,3.00875,735060.06,358329200000000.0,avg,False,none,M,20260618_174417
ETTh1,192,48,NBEATS,dishts,0.0,2023,8.94163,1.63482,2.99026,694056.94,323221720000000.0,avg,False,none,M,20260618_174448
ETTh1,24,24,Autoformer,dishts,0.0,2024,9.38683,1.63741,3.06379,603713.7,281318930000000.0,avg,False,none,M,20260618_174452
ETTh1,96,420,NBEATS,dishts,0.0,2023,10.95033,1.99161,3.30913,942047.06,478471600000000.0,avg,False,none,M,20260618_174512
ETTh1,192,48,NBEATS,none,0.0,2024,9.05929,1.64123,3.00987,716446.25,331872120000000.0,avg,False,none,M,20260618_174515
ETTh1,192,48,NBEATS,dishts,0.0,2024,8.98568,1.62784,2.99761,738832.25,349908070000000.0,avg,False,none,M,20260618_174552
ETTh1,96,420,NBEATS,none,0.0,2024,11.06383,1.96727,3.32623,923753.4,465771300000000.0,avg,False,none,M,20260618_174625
ETTh1,192,48,NBEATS,none,0.0,2025,8.98565,1.61762,2.99761,712030.1,323028950000000.0,avg,False,none,M,20260618_174629
ETTh1,192,48,NBEATS,dishts,0.0,2025,8.88883,1.61501,2.98141,662776.6,290038030000000.0,avg,False,none,M,20260618_174705
ETTh1,240,48,NBEATS,none,0.0,2023,8.92537,1.64675,2.98754,728850.0,334228050000000.0,avg,False,none,M,20260618_174737
ETTh1,96,420,NBEATS,dishts,0.0,2024,11.00738,1.98449,3.31774,929063.06,480195100000000.0,avg,False,none,M,20260618_174748
ETTh1,240,48,NBEATS,dishts,0.0,2023,8.88826,1.64883,2.98132,763277.75,366266560000000.0,avg,False,none,M,20260618_174808
ETTh1,240,48,NBEATS,none,0.0,2024,8.93207,1.63365,2.98866,729733.5,337982800000000.0,avg,False,none,M,20260618_174841
ETTh1,240,48,NBEATS,dishts,0.0,2024,8.77138,1.63694,2.96165,684615.94,310652570000000.0,avg,False,none,M,20260618_174915
ETTh1,96,420,NBEATS,none,0.0,2025,11.47736,2.01271,3.38783,953673.9,473299800000000.0,avg,False,none,M,20260618_174939
